name,scenario,scen_value,rank,metric,base_rank,rank_diff,xval
"GOArockfish, vermilionROCK",drate_8,5.812842462926319,22,mean_drate,23,-1,0.8
"BSAIshark, spiny dogfishUSRK",drate_8,5.760368466397678,23,mean_drate,22,1,0.8
"GOAgreenling, atka mackerelAMCK",drate_8,5.696370550722144,24,mean_drate,25,-1,0.8
"GOArockfish, splitnoseROCK",drate_8,5.6523807300402575,25,mean_drate,24,1,0.8
"GOArockfish, darkblotchedROCK",drate_8,5.617504631958464,26,mean_drate,26,0,0.8
"GOArockfish, blackgillROCK",drate_8,5.608497344391834,27,mean_drate,27,0,0.8
"GOArockfish, pygmyROCK",drate_8,5.416257010410977,28,mean_drate,28,0,0.8
"GOArockfish, yellowmouthROCK",drate_8,5.333970253553954,29,mean_drate,30,-1,0.8
"GOArockfish, greenstripeROCK",drate_8,5.295195435183117,30,mean_drate,29,1,0.8
"GOArockfish, stripetailROCK",drate_8,4.757370857138385,31,mean_drate,31,0,0.8
"GOArockfish, bocaccioROCK",drate_8,4.736328284171514,32,mean_drate,32,0,0.8
"GOArockfish, auroraROCK",drate_8,4.349008383341537,33,mean_drate,33,0,0.8
"GOArockfish, chilipepperROCK",drate_8,4.065457406347522,34,mean_drate,34,0,0.8
"GOArockfish, shortbellyROCK",drate_8,3.9035714285714285,35,mean_drate,35,0,0.8
GOAPacific sleeper sharkUSRK,drate_9,8.655009307963345,1,mean_drate,1,0,0.9
"GOArockfish, rosethornDEM1",drate_9,8.123914679745987,2,mean_drate,2,0,0.9
"GOArockfish, yelloweye (red snapper)ROCK",drate_9,8.077282904325116,3,mean_drate,4,-1,0.9
"GOAshark, salmonUSRK",drate_9,8.051722757884534,4,mean_drate,3,1,0.9
"GOArockfish, quillbackDEM1",drate_9,7.99923938876183,5,mean_drate,5,0,0.9
"GOArockfish, rosethornROCK",drate_9,7.73603383283933,6,mean_drate,6,0,0.9
"BSAIoctopus, North PacificOCTP",drate_9,7.33139387811791,7,mean_drate,8,-1,0.9
"BSAIshark, salmonUSRK",drate_9,7.328977686680766,8,mean_drate,7,1,0.9
BSAIPacific sleeper sharkUSRK,drate_9,7.242288586678477,9,mean_drate,9,0,0.9
"GOAoctopus, North PacificOCTP",drate_9,7.191810267841901,10,mean_drate,11,-1,0.9
"GOArockfish, tigerROCK",drate_9,7.19076454681829,11,mean_drate,10,1,0.9
"GOArockfish, widowROCK",drate_9,7.094469244334698,12,mean_drate,12,0,0.9
"GOArockfish, tigerDEM1",drate_9,7.067266453676281,13,mean_drate,13,0,0.9
"GOArockfish, quillbackROCK",drate_9,6.846152313940644,14,mean_drate,14,0,0.9
"GOArockfish, canaryDEM1",drate_9,6.684196302219093,15,mean_drate,16,-1,0.9
"GOArockfish, chinaROCK",drate_9,6.682909105491854,16,mean_drate,15,1,0.9
"GOArockfish, chinaDEM1",drate_9,6.591952455986659,17,mean_drate,17,0,0.9
"GOArockfish, copperROCK",drate_9,6.482186786748969,18,mean_drate,18,0,0.9
"GOArockfish, copperDEM1",drate_9,6.460482767353354,19,mean_drate,19,0,0.9
"GOArockfish, yellowtailROCK",drate_9,6.222816325770751,20,mean_drate,20,0,0.9
"GOArockfish, canaryROCK",drate_9,6.090275960102752,21,mean_drate,21,0,0.9
"BSAIshark, spiny dogfishUSRK",drate_9,5.853615653139175,22,mean_drate,22,0,0.9
"GOArockfish, vermilionROCK",drate_9,5.8439929936775785,23,mean_drate,23,0,0.9
"GOAgreenling, atka mackerelAMCK",drate_9,5.70930642088179,24,mean_drate,25,-1,0.9
"GOArockfish, splitnoseROCK",drate_9,5.702348202733645,25,mean_drate,24,1,0.9
"GOArockfish, darkblotchedROCK",drate_9,5.6663804985455855,26,mean_drate,26,0,0.9
"GOArockfish, blackgillROCK",drate_9,5.608497344391834,27,mean_drate,27,0,0.9
"GOArockfish, pygmyROCK",drate_9,5.458165042659409,28,mean_drate,28,0,0.9
"GOArockfish, greenstripeROCK",drate_9,5.363179467896872,29,mean_drate,29,0,0.9
"GOArockfish, yellowmouthROCK",drate_9,5.333970253553954,30,mean_drate,30,0,0.9
"GOArockfish, stripetailROCK",drate_9,4.757702691724792,31,mean_drate,31,0,0.9
"GOArockfish, bocaccioROCK",drate_9,4.736328284171514,32,mean_drate,32,0,0.9
"GOArockfish, auroraROCK",drate_9,4.349008383341537,33,mean_drate,33,0,0.9
"GOArockfish, chilipepperROCK",drate_9,4.065457406347522,34,mean_drate,34,0,0.9
"GOArockfish, shortbellyROCK",drate_9,3.9035714285714285,35,mean_drate,35,0,0.9
GOAPacific sleeper sharkUSRK,drate_10,8.75415336274047,1,mean_drate,1,0,1
"GOArockfish, rosethornDEM1",drate_10,8.184027859097275,2,mean_drate,2,0,1
"GOAshark, salmonUSRK",drate_10,8.143775666560629,3,mean_drate,3,0,1
"GOArockfish, yelloweye (red snapper)ROCK",drate_10,8.113012224984779,4,mean_drate,4,0,1
"GOArockfish, quillbackDEM1",drate_10,8.02118086140556,5,mean_drate,5,0,1
"GOArockfish, rosethornROCK",drate_10,7.805428827672459,6,mean_drate,6,0,1
"BSAIshark, salmonUSRK",drate_10,7.425193928436874,7,mean_drate,7,0,1
"BSAIoctopus, North PacificOCTP",drate_10,7.401454442631566,8,mean_drate,8,0,1
BSAIPacific sleeper sharkUSRK,drate_10,7.3325606456277175,9,mean_drate,9,0,1
"GOArockfish, tigerROCK",drate_10,7.261340360746009,10,mean_drate,10,0,1
"GOAoctopus, North PacificOCTP",drate_10,7.2401154156879315,11,mean_drate,11,0,1
"GOArockfish, widowROCK",drate_10,7.122820809046867,12,mean_drate,12,0,1
"GOArockfish, tigerDEM1",drate_10,7.093395889703778,13,mean_drate,13,0,1
"GOArockfish, quillbackROCK",drate_10,6.89117377412539,14,mean_drate,14,0,1
"GOArockfish, chinaROCK",drate_10,6.723819465566689,15,mean_drate,15,0,1
"GOArockfish, canaryDEM1",drate_10,6.694588242902164,16,mean_drate,16,0,1
"GOArockfish, chinaDEM1",drate_10,6.601534860755679,17,mean_drate,17,0,1
"GOArockfish, copperROCK",drate_10,6.491066248037347,18,mean_drate,18,0,1
"GOArockfish, copperDEM1",drate_10,6.470599447877914,19,mean_drate,19,0,1
"GOArockfish, yellowtailROCK",drate_10,6.233215911998071,20,mean_drate,20,0,1
"GOArockfish, canaryROCK",drate_10,6.108570602468511,21,mean_drate,21,0,1
"BSAIshark, spiny dogfishUSRK",drate_10,5.946862839880672,22,mean_drate,22,0,1
"GOArockfish, vermilionROCK",drate_10,5.875143524428838,23,mean_drate,23,0,1
"GOArockfish, splitnoseROCK",drate_10,5.752315675427031,24,mean_drate,24,0,1
"GOAgreenling, atka mackerelAMCK",drate_10,5.722242291041435,25,mean_drate,25,0,1
"GOArockfish, darkblotchedROCK",drate_10,5.715256365132707,26,mean_drate,26,0,1
"GOArockfish, blackgillROCK",drate_10,5.608497344391834,27,mean_drate,27,0,1
"GOArockfish, pygmyROCK",drate_10,5.500073074907841,28,mean_drate,28,0,1
"GOArockfish, greenstripeROCK",drate_10,5.431163500610627,29,mean_drate,29,0,1
"GOArockfish, yellowmouthROCK",drate_10,5.333970253553954,30,mean_drate,30,0,1
"GOArockfish, stripetailROCK",drate_10,4.7580345263112,31,mean_drate,31,0,1
"GOArockfish, bocaccioROCK",drate_10,4.736328284171514,32,mean_drate,32,0,1
"GOArockfish, auroraROCK",drate_10,4.349008383341537,33,mean_drate,33,0,1
"GOArockfish, chilipepperROCK",drate_10,4.065457406347522,34,mean_drate,34,0,1
"GOArockfish, shortbellyROCK",drate_10,3.9035714285714285,35,mean_drate,35,0,1
GOAPacific sleeper sharkUSRK,pOFL_0,8.707823980788302,1,meanpOFL,1,0,0
"GOArockfish, rosethornDEM1",pOFL_0,8.183902268870174,2,meanpOFL,2,0,0
"GOAshark, salmonUSRK",pOFL_0,8.13335621011646,3,meanpOFL,3,0,0
"GOArockfish, yelloweye (red snapper)ROCK",pOFL_0,8.07703844444422,4,meanpOFL,4,0,0
"GOArockfish, quillbackDEM1",pOFL_0,7.986291896316775,5,meanpOFL,5,0,0
"GOArockfish, rosethornROCK",pOFL_0,7.805085107426087,6,meanpOFL,6,0,0
"GOArockfish, tigerROCK",pOFL_0,7.260575712027656,7,meanpOFL,10,-3,0
"BSAIshark, salmonUSRK",pOFL_0,7.239208888373276,8,meanpOFL,7,1,0
"GOArockfish, widowROCK",pOFL_0,7.1077826229718815,9,meanpOFL,12,-3,0
"GOArockfish, tigerDEM1",pOFL_0,7.091336209979314,10,meanpOFL,13,-3,0
"GOArockfish, quillbackROCK",pOFL_0,6.887310388119437,11,meanpOFL,14,-3,0
BSAIPacific sleeper sharkUSRK,pOFL_0,6.8567573153086965,12,meanpOFL,9,3,0
"GOArockfish, chinaROCK",pOFL_0,6.723654442235842,13,meanpOFL,15,-2,0
"GOArockfish, canaryDEM1",pOFL_0,6.680647727693902,14,meanpOFL,16,-2,0
"GOArockfish, chinaDEM1",pOFL_0,6.597942980260577,15,meanpOFL,17,-2,0
"GOArockfish, copperROCK",pOFL_0,6.491037272497169,16,meanpOFL,18,-2,0
"GOArockfish, copperDEM1",pOFL_0,6.4595726259384065,17,meanpOFL,19,-2,0
"BSAIoctopus, North PacificOCTP",pOFL_0,6.401454442631566,18,meanpOFL,8,10,0
"GOAoctopus, North PacificOCTP",pOFL_0,6.2401154156879315,19,meanpOFL,11,8,0
"GOArockfish, yellowtailROCK",pOFL_0,6.231550374538104,20,meanpOFL,20,0,0
"GOArockfish, canaryROCK",pOFL_0,6.108350536468794,21,meanpOFL,21,0,0
"BSAIshark, spiny dogfishUSRK",pOFL_0,5.925811340808144,22,meanpOFL,22,0,0
"GOArockfish, vermilionROCK",pOFL_0,5.875035156125637,23,meanpOFL,23,0,0
"GOArockfish, splitnoseROCK",pOFL_0,5.751850525325598,24,meanpOFL,24,0,0
"GOArockfish, darkblotchedROCK",pOFL_0,5.7145578063782265,25,meanpOFL,26,-1,0
"GOArockfish, blackgillROCK",pOFL_0,5.608438992228572,26,meanpOFL,27,-1,0
"GOArockfish, pygmyROCK",pOFL_0,5.500068073293847,27,meanpOFL,28,-1,0
"GOArockfish, greenstripeROCK",pOFL_0,5.431135158131329,28,meanpOFL,29,-1,0
"GOArockfish, yellowmouthROCK",pOFL_0,5.332509782267736,29,meanpOFL,30,-1,0
"GOArockfish, stripetailROCK",pOFL_0,4.757892813914706,30,meanpOFL,31,-1,0
"GOArockfish, bocaccioROCK",pOFL_0,4.736283269645569,31,meanpOFL,32,-1,0
"GOAgreenling, atka mackerelAMCK",pOFL_0,4.722242291041435,32,meanpOFL,25,7,0
"GOArockfish, auroraROCK",pOFL_0,4.348965608,33,meanpOFL,33,0,0
"GOArockfish, chilipepperROCK",pOFL_0,4.065455739142857,34,meanpOFL,34,0,0
"GOArockfish, shortbellyROCK",pOFL_0,3.9035714285714285,35,meanpOFL,35,0,0
GOAPacific sleeper sharkUSRK,pOFL_1,8.712456918983518,1,meanpOFL,1,0,0.1
"GOArockfish, rosethornDEM1",pOFL_1,8.183914827892885,2,meanpOFL,2,0,0.1
"GOAshark, salmonUSRK",pOFL_1,8.134398155760877,3,meanpOFL,3,0,0.1
"GOArockfish, yelloweye (red snapper)ROCK",pOFL_1,8.080635822498275,4,meanpOFL,4,0,0.1
"GOArockfish, quillbackDEM1",pOFL_1,7.989780792825654,5,meanpOFL,5,0,0.1
"GOArockfish, rosethornROCK",pOFL_1,7.805119479450724,6,meanpOFL,6,0,0.1
"GOArockfish, tigerROCK",pOFL_1,7.260652176899492,7,meanpOFL,10,-3,0.1
"BSAIshark, salmonUSRK",pOFL_1,7.257807392379636,8,meanpOFL,7,1,0.1
"GOArockfish, widowROCK",pOFL_1,7.10928644157938,9,meanpOFL,12,-3,0.1
"GOArockfish, tigerDEM1",pOFL_1,7.0915421779517605,10,meanpOFL,13,-3,0.1
BSAIPacific sleeper sharkUSRK,pOFL_1,6.904337648340599,11,meanpOFL,9,2,0.1
"GOArockfish, quillbackROCK",pOFL_1,6.887696726720033,12,meanpOFL,14,-2,0.1
"GOArockfish, chinaROCK",pOFL_1,6.723670944568927,13,meanpOFL,15,-2,0.1
"GOArockfish, canaryDEM1",pOFL_1,6.682041779214728,14,meanpOFL,16,-2,0.1
"GOArockfish, chinaDEM1",pOFL_1,6.598302168310088,15,meanpOFL,17,-2,0.1
"BSAIoctopus, North PacificOCTP",pOFL_1,6.501454442631566,16,meanpOFL,8,8,0.1
"GOArockfish, copperROCK",pOFL_1,6.491040170051187,17,meanpOFL,18,-1,0.1
"GOArockfish, copperDEM1",pOFL_1,6.460675308132358,18,meanpOFL,19,-1,0.1
"GOAoctopus, North PacificOCTP",pOFL_1,6.340115415687931,19,meanpOFL,11,8,0.1
"GOArockfish, yellowtailROCK",pOFL_1,6.231716928284101,20,meanpOFL,20,0,0.1
"GOArockfish, canaryROCK",pOFL_1,6.108372543068765,21,meanpOFL,21,0,0.1
"BSAIshark, spiny dogfishUSRK",pOFL_1,5.927916490715396,22,meanpOFL,22,0,0.1
"GOArockfish, vermilionROCK",pOFL_1,5.875045992955957,23,meanpOFL,23,0,0.1
"GOArockfish, splitnoseROCK",pOFL_1,5.7518970403357415,24,meanpOFL,24,0,0.1
"GOArockfish, darkblotchedROCK",pOFL_1,5.714627662253674,25,meanpOFL,26,-1,0.1
"GOArockfish, blackgillROCK",pOFL_1,5.608444827444898,26,meanpOFL,27,-1,0.1
"GOArockfish, pygmyROCK",pOFL_1,5.500068573455247,27,meanpOFL,28,-1,0.1
"GOArockfish, greenstripeROCK",pOFL_1,5.431137992379258,28,meanpOFL,29,-1,0.1
"GOArockfish, yellowmouthROCK",pOFL_1,5.332655829396358,29,meanpOFL,30,-1,0.1
"GOAgreenling, atka mackerelAMCK",pOFL_1,4.822242291041435,30,meanpOFL,25,5,0.1
"GOArockfish, stripetailROCK",pOFL_1,4.757906985154356,31,meanpOFL,31,0,0.1
"GOArockfish, bocaccioROCK",pOFL_1,4.736287771098164,32,meanpOFL,32,0,0.1
"GOArockfish, auroraROCK",pOFL_1,4.348969885534154,33,meanpOFL,33,0,0.1
"GOArockfish, chilipepperROCK",pOFL_1,4.065455905863324,34,meanpOFL,34,0,0.1
"GOArockfish, shortbellyROCK",pOFL_1,3.9035714285714285,35,meanpOFL,35,0,0.1
GOAPacific sleeper sharkUSRK,pOFL_2,8.717089857178737,1,meanpOFL,1,0,0.2
"GOArockfish, rosethornDEM1",pOFL_2,8.183927386915595,2,meanpOFL,2,0,0.2
"GOAshark, salmonUSRK",pOFL_2,8.135440101405294,3,meanpOFL,3,0,0.2
"GOArockfish, yelloweye (red snapper)ROCK",pOFL_2,8.084233200552331,4,meanpOFL,4,0,0.2
"GOArockfish, quillbackDEM1",pOFL_2,7.993269689334532,5,meanpOFL,5,0,0.2
"GOArockfish, rosethornROCK",pOFL_2,7.805153851475361,6,meanpOFL,6,0,0.2
"BSAIshark, salmonUSRK",pOFL_2,7.276405896385995,7,meanpOFL,7,0,0.2
"GOArockfish, tigerROCK",pOFL_2,7.260728641771327,8,meanpOFL,10,-2,0.2
"GOArockfish, widowROCK",pOFL_2,7.110790260186879,9,meanpOFL,12,-3,0.2
"GOArockfish, tigerDEM1",pOFL_2,7.091748145924207,10,meanpOFL,13,-3,0.2
BSAIPacific sleeper sharkUSRK,pOFL_2,6.9519179813725005,11,meanpOFL,9,2,0.2
"GOArockfish, quillbackROCK",pOFL_2,6.888083065320628,12,meanpOFL,14,-2,0.2
"GOArockfish, chinaROCK",pOFL_2,6.723687446902011,13,meanpOFL,15,-2,0.2
"GOArockfish, canaryDEM1",pOFL_2,6.683435830735554,14,meanpOFL,16,-2,0.2
"BSAIoctopus, North PacificOCTP",pOFL_2,6.6014544426315656,15,meanpOFL,8,7,0.2
"GOArockfish, chinaDEM1",pOFL_2,6.598661356359598,16,meanpOFL,17,-1,0.2
"GOArockfish, copperROCK",pOFL_2,6.491043067605204,17,meanpOFL,18,-1,0.2
"GOArockfish, copperDEM1",pOFL_2,6.461777990326309,18,meanpOFL,19,-1,0.2
"GOAoctopus, North PacificOCTP",pOFL_2,6.440115415687932,19,meanpOFL,11,8,0.2
"GOArockfish, yellowtailROCK",pOFL_2,6.2318834820300975,20,meanpOFL,20,0,0.2
"GOArockfish, canaryROCK",pOFL_2,6.108394549668737,21,meanpOFL,21,0,0.2
"BSAIshark, spiny dogfishUSRK",pOFL_2,5.930021640622649,22,meanpOFL,22,0,0.2
"GOArockfish, vermilionROCK",pOFL_2,5.875056829786277,23,meanpOFL,23,0,0.2
"GOArockfish, splitnoseROCK",pOFL_2,5.751943555345885,24,meanpOFL,24,0,0.2
"GOArockfish, darkblotchedROCK",pOFL_2,5.714697518129123,25,meanpOFL,26,-1,0.2
"GOArockfish, blackgillROCK",pOFL_2,5.608450662661224,26,meanpOFL,27,-1,0.2
"GOArockfish, pygmyROCK",pOFL_2,5.500069073616646,27,meanpOFL,28,-1,0.2
"GOArockfish, greenstripeROCK",pOFL_2,5.431140826627188,28,meanpOFL,29,-1,0.2
"GOArockfish, yellowmouthROCK",pOFL_2,5.332801876524979,29,meanpOFL,30,-1,0.2
"GOAgreenling, atka mackerelAMCK",pOFL_2,4.922242291041434,30,meanpOFL,25,5,0.2
"GOArockfish, stripetailROCK",pOFL_2,4.757921156394005,31,meanpOFL,31,0,0.2
"GOArockfish, bocaccioROCK",pOFL_2,4.736292272550759,32,meanpOFL,32,0,0.2
"GOArockfish, auroraROCK",pOFL_2,4.348974163068307,33,meanpOFL,33,0,0.2
"GOArockfish, chilipepperROCK",pOFL_2,4.06545607258379,34,meanpOFL,34,0,0.2
"GOArockfish, shortbellyROCK",pOFL_2,3.9035714285714285,35,meanpOFL,35,0,0.2
GOAPacific sleeper sharkUSRK,pOFL_3,8.721722795373953,1,meanpOFL,1,0,0.3
"GOArockfish, rosethornDEM1",pOFL_3,8.183939945938306,2,meanpOFL,2,0,0.3
"GOAshark, salmonUSRK",pOFL_3,8.13648204704971,3,meanpOFL,3,0,0.3
"GOArockfish, yelloweye (red snapper)ROCK",pOFL_3,8.087830578606386,4,meanpOFL,4,0,0.3
"GOArockfish, quillbackDEM1",pOFL_3,7.996758585843411,5,meanpOFL,5,0,0.3
"GOArockfish, rosethornROCK",pOFL_3,7.805188223499998,6,meanpOFL,6,0,0.3
"BSAIshark, salmonUSRK",pOFL_3,7.295004400392355,7,meanpOFL,7,0,0.3
"GOArockfish, tigerROCK",pOFL_3,7.260805106643162,8,meanpOFL,10,-2,0.3
"GOArockfish, widowROCK",pOFL_3,7.112294078794377,9,meanpOFL,12,-3,0.3
"GOArockfish, tigerDEM1",pOFL_3,7.091954113896653,10,meanpOFL,13,-3,0.3
BSAIPacific sleeper sharkUSRK,pOFL_3,6.999498314404403,11,meanpOFL,9,2,0.3
"GOArockfish, quillbackROCK",pOFL_3,6.888469403921223,12,meanpOFL,14,-2,0.3
"GOArockfish, chinaROCK",pOFL_3,6.723703949235096,13,meanpOFL,15,-2,0.3
"BSAIoctopus, North PacificOCTP",pOFL_3,6.701454442631566,14,meanpOFL,8,6,0.3
"GOArockfish, canaryDEM1",pOFL_3,6.6848298822563805,15,meanpOFL,16,-1,0.3
"GOArockfish, chinaDEM1",pOFL_3,6.5990205444091075,16,meanpOFL,17,-1,0.3
"GOAoctopus, North PacificOCTP",pOFL_3,6.540115415687931,17,meanpOFL,11,6,0.3
"GOArockfish, copperROCK",pOFL_3,6.4910459651592225,18,meanpOFL,18,0,0.3
"GOArockfish, copperDEM1",pOFL_3,6.462880672520259,19,meanpOFL,19,0,0.3
"GOArockfish, yellowtailROCK",pOFL_3,6.232050035776094,20,meanpOFL,20,0,0.3
"GOArockfish, canaryROCK",pOFL_3,6.1084165562687085,21,meanpOFL,21,0,0.3
"BSAIshark, spiny dogfishUSRK",pOFL_3,5.932126790529902,22,meanpOFL,22,0,0.3
"GOArockfish, vermilionROCK",pOFL_3,5.875067666616597,23,meanpOFL,23,0,0.3
"GOArockfish, splitnoseROCK",pOFL_3,5.751990070356028,24,meanpOFL,24,0,0.3
"GOArockfish, darkblotchedROCK",pOFL_3,5.714767374004571,25,meanpOFL,26,-1,0.3
"GOArockfish, blackgillROCK",pOFL_3,5.60845649787755,26,meanpOFL,27,-1,0.3
"GOArockfish, pygmyROCK",pOFL_3,5.500069573778045,27,meanpOFL,28,-1,0.3
"GOArockfish, greenstripeROCK",pOFL_3,5.431143660875118,28,meanpOFL,29,-1,0.3
"GOArockfish, yellowmouthROCK",pOFL_3,5.332947923653601,29,meanpOFL,30,-1,0.3
"GOAgreenling, atka mackerelAMCK",pOFL_3,5.022242291041435,30,meanpOFL,25,5,0.3
"GOArockfish, stripetailROCK",pOFL_3,4.757935327633654,31,meanpOFL,31,0,0.3
"GOArockfish, bocaccioROCK",pOFL_3,4.736296774003353,32,meanpOFL,32,0,0.3
"GOArockfish, auroraROCK",pOFL_3,4.348978440602461,33,meanpOFL,33,0,0.3
"GOArockfish, chilipepperROCK",pOFL_3,4.065456239304257,34,meanpOFL,34,0,0.3
"GOArockfish, shortbellyROCK",pOFL_3,3.9035714285714285,35,meanpOFL,35,0,0.3
GOAPacific sleeper sharkUSRK,pOFL_4,8.72635573356917,1,meanpOFL,1,0,0.4
"GOArockfish, rosethornDEM1",pOFL_4,8.183952504961015,2,meanpOFL,2,0,0.4
"GOAshark, salmonUSRK",pOFL_4,8.137523992694128,3,meanpOFL,3,0,0.4
"GOArockfish, yelloweye (red snapper)ROCK",pOFL_4,8.091427956660443,4,meanpOFL,4,0,0.4
"GOArockfish, quillbackDEM1",pOFL_4,8.00024748235229,5,meanpOFL,5,0,0.4
"GOArockfish, rosethornROCK",pOFL_4,7.8052225955246355,6,meanpOFL,6,0,0.4
"BSAIshark, salmonUSRK",pOFL_4,7.313602904398715,7,meanpOFL,7,0,0.4
"GOArockfish, tigerROCK",pOFL_4,7.2608815715149975,8,meanpOFL,10,-2,0.4
"GOArockfish, widowROCK",pOFL_4,7.113797897401875,9,meanpOFL,12,-3,0.4
"GOArockfish, tigerDEM1",pOFL_4,7.0921600818691,10,meanpOFL,13,-3,0.4
BSAIPacific sleeper sharkUSRK,pOFL_4,7.047078647436305,11,meanpOFL,9,2,0.4
"GOArockfish, quillbackROCK",pOFL_4,6.888855742521819,12,meanpOFL,14,-2,0.4
"BSAIoctopus, North PacificOCTP",pOFL_4,6.801454442631566,13,meanpOFL,8,5,0.4
"GOArockfish, chinaROCK",pOFL_4,6.723720451568181,14,meanpOFL,15,-1,0.4
"GOArockfish, canaryDEM1",pOFL_4,6.686223933777207,15,meanpOFL,16,-1,0.4
"GOAoctopus, North PacificOCTP",pOFL_4,6.640115415687932,16,meanpOFL,11,5,0.4
"GOArockfish, chinaDEM1",pOFL_4,6.599379732458618,17,meanpOFL,17,0,0.4
"GOArockfish, copperROCK",pOFL_4,6.4910488627132406,18,meanpOFL,18,0,0.4
"GOArockfish, copperDEM1",pOFL_4,6.46398335471421,19,meanpOFL,19,0,0.4
"GOArockfish, yellowtailROCK",pOFL_4,6.232216589522091,20,meanpOFL,20,0,0.4
"GOArockfish, canaryROCK",pOFL_4,6.10843856286868,21,meanpOFL,21,0,0.4
"BSAIshark, spiny dogfishUSRK",pOFL_4,5.934231940437155,22,meanpOFL,22,0,0.4
"GOArockfish, vermilionROCK",pOFL_4,5.875078503446917,23,meanpOFL,23,0,0.4
"GOArockfish, splitnoseROCK",pOFL_4,5.752036585366171,24,meanpOFL,24,0,0.4
"GOArockfish, darkblotchedROCK",pOFL_4,5.714837229880019,25,meanpOFL,26,-1,0.4
"GOArockfish, blackgillROCK",pOFL_4,5.608462333093876,26,meanpOFL,27,-1,0.4
"GOArockfish, pygmyROCK",pOFL_4,5.500070073939445,27,meanpOFL,28,-1,0.4
"GOArockfish, greenstripeROCK",pOFL_4,5.431146495123048,28,meanpOFL,29,-1,0.4
"GOArockfish, yellowmouthROCK",pOFL_4,5.3330939707822225,29,meanpOFL,30,-1,0.4
"GOAgreenling, atka mackerelAMCK",pOFL_4,5.1222422910414345,30,meanpOFL,25,5,0.4
"GOArockfish, stripetailROCK",pOFL_4,4.7579494988733035,31,meanpOFL,31,0,0.4
"GOArockfish, bocaccioROCK",pOFL_4,4.736301275455947,32,meanpOFL,32,0,0.4
"GOArockfish, auroraROCK",pOFL_4,4.3489827181366145,33,meanpOFL,33,0,0.4
"GOArockfish, chilipepperROCK",pOFL_4,4.065456406024723,34,meanpOFL,34,0,0.4
"GOArockfish, shortbellyROCK",pOFL_4,3.9035714285714285,35,meanpOFL,35,0,0.4
GOAPacific sleeper sharkUSRK,pOFL_5,8.730988671764386,1,meanpOFL,1,0,0.5
"GOArockfish, rosethornDEM1",pOFL_5,8.183965063983726,2,meanpOFL,2,0,0.5
"GOAshark, salmonUSRK",pOFL_5,8.138565938338544,3,meanpOFL,3,0,0.5
"GOArockfish, yelloweye (red snapper)ROCK",pOFL_5,8.0950253347145,4,meanpOFL,4,0,0.5
"GOArockfish, quillbackDEM1",pOFL_5,8.003736378861168,5,meanpOFL,5,0,0.5
"GOArockfish, rosethornROCK",pOFL_5,7.805256967549273,6,meanpOFL,6,0,0.5
"BSAIshark, salmonUSRK",pOFL_5,7.332201408405075,7,meanpOFL,7,0,0.5
"GOArockfish, tigerROCK",pOFL_5,7.260958036386833,8,meanpOFL,10,-2,0.5
"GOArockfish, widowROCK",pOFL_5,7.115301716009374,9,meanpOFL,12,-3,0.5
BSAIPacific sleeper sharkUSRK,pOFL_5,7.094658980468207,10,meanpOFL,9,1,0.5
"GOArockfish, tigerDEM1",pOFL_5,7.092366049841546,11,meanpOFL,13,-2,0.5
"BSAIoctopus, North PacificOCTP",pOFL_5,6.901454442631566,12,meanpOFL,8,4,0.5
"GOArockfish, quillbackROCK",pOFL_5,6.889242081122414,13,meanpOFL,14,-1,0.5
"GOAoctopus, North PacificOCTP",pOFL_5,6.7401154156879315,14,meanpOFL,11,3,0.5
"GOArockfish, chinaROCK",pOFL_5,6.723736953901265,15,meanpOFL,15,0,0.5
"GOArockfish, canaryDEM1",pOFL_5,6.687617985298033,16,meanpOFL,16,0,0.5
"GOArockfish, chinaDEM1",pOFL_5,6.599738920508128,17,meanpOFL,17,0,0.5
"GOArockfish, copperROCK",pOFL_5,6.491051760267259,18,meanpOFL,18,0,0.5
"GOArockfish, copperDEM1",pOFL_5,6.46508603690816,19,meanpOFL,19,0,0.5
"GOArockfish, yellowtailROCK",pOFL_5,6.232383143268088,20,meanpOFL,20,0,0.5
"GOArockfish, canaryROCK",pOFL_5,6.108460569468652,21,meanpOFL,21,0,0.5
"BSAIshark, spiny dogfishUSRK",pOFL_5,5.9363370903444075,22,meanpOFL,22,0,0.5
"GOArockfish, vermilionROCK",pOFL_5,5.8750893402772375,23,meanpOFL,23,0,0.5
"GOArockfish, splitnoseROCK",pOFL_5,5.752083100376315,24,meanpOFL,24,0,0.5
"GOArockfish, darkblotchedROCK",pOFL_5,5.714907085755467,25,meanpOFL,26,-1,0.5
"GOArockfish, blackgillROCK",pOFL_5,5.6084681683102025,26,meanpOFL,27,-1,0.5
"GOArockfish, pygmyROCK",pOFL_5,5.500070574100844,27,meanpOFL,28,-1,0.5
"GOArockfish, greenstripeROCK",pOFL_5,5.431149329370978,28,meanpOFL,29,-1,0.5
"GOArockfish, yellowmouthROCK",pOFL_5,5.333240017910844,29,meanpOFL,30,-1,0.5
"GOAgreenling, atka mackerelAMCK",pOFL_5,5.222242291041435,30,meanpOFL,25,5,0.5
